0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,1,3,2,10,14,6,7,5,4,20,21,23,22,30,31,29,28,12,13,15,11,9,8,24,25,27,26,18,19,17,16
0,1,3,2,18,19,23,22,30,31,27,26,10,11,15,14,6,7,5,4,12,13,9,8,24,25,29,28,20,21,17,16
0,1,3,2,18,19,23,22,6,7,5,4,12,13,15,14,30,31,27,26,10,11,9,8,24,25,29,28,20,21,17,16
0,1,3,2,18,19,23,22,6,7,5,4,20,21,29,28,12,13,15,14,30,31,27,26,10,11,9,8,24,25,17,16
0,1,3,2,18,19,23,22,6,7,5,4,20,28,12,13,15,14,30,31,27,26,10,11,9,8,24,25,29,21,17,16
0,1,3,2,18,19,23,31,27,26,10,11,15,14,30,22,6,7,5,4,20,28,12,13,9,8,24,25,29,21,17,16
0,1,3,2,18,19,27,26,10,11,9,13,15,14,30,31,23,22,6,7,5,4,20,21,29,28,12,8,24,25,17,16
0,1,3,2,18,19,27,26,10,11,15,14,30,31,23,22,6,7,5,4,20,21,29,28,12,13,9,8,24,25,17,16
0,1,3,2,18,19,27,26,10,14,30,31,23,22,6,7,15,11,9,13,5,4,20,21,29,28,12,8,24,25,17,16
0,1,3,2,18,19,27,26,10,14,30,31,23,22,6,7,5,4,20,21,29,28,12,13,15,11,9,8,24,25,17,16
0,1,3,2,18,19,27,26,30,31,23,22,6,7,5,4,20,21,29,28,12,13,15,14,10,11,9,8,24,25,17,16
0,1,3,2,18,19,27,31,23,22,30,26,10,14,6,7,15,11,9,13,5,4,12,8,24,28,20,21,29,25,17,16
0,1,3,2,18,19,27,31,23,22,6,7,5,4,20,21,29,28,12,13,15,14,30,26,10,11,9,8,24,25,17,16
0,1,3,2,18,22,30,26,10,14,6,7,15,11,9,13,5,4,12,8,24,28,20,21,29,25,27,31,23,19,17,16
0,1,3,2,18,22,30,26,10,14,6,7,5,4,12,13,15,11,9,8,24,25,27,31,29,28,20,21,23,19,17,16
0,1,3,2,18,22,6,7,5,4,12,13,15,14,30,26,10,11,9,8,24,25,27,31,29,28,20,21,23,19,17,16
0,1,3,2,18,22,6,7,5,4,20,21,23,19,27,31,29,28,12,13,15,14,30,26,10,11,9,8,24,25,17,16
0,1,3,2,18,22,6,7,5,4,20,21,23,31,29,28,12,13,15,14,30,26,10,11,9,8,24,25,27,19,17,16
0,1,3,2,18,22,6,7,5,4,20,21,29,28,12,13,15,14,30,26,10,11,9,8,24,25,27,31,23,19,17,16
0,1,3,2,18,22,6,7,5,4,20,21,29,28,12,13,15,14,30,31,23,19,27,26,10,11,9,8,24,25,17,16
0,1,3,2,18,22,6,7,5,4,20,28,12,13,15,14,30,26,10,11,9,8,24,25,27,31,29,21,23,19,17,16
0,1,3,2,18,26,10,11,9,13,15,14,30,22,6,7,5,4,20,21,23,31,29,28,12,8,24,25,27,19,17,16
0,1,3,2,18,26,10,11,15,14,30,22,6,7,5,4,20,21,23,31,29,28,12,13,9,8,24,25,27,19,17,16
0,1,3,2,18,26,10,11,15,14,30,22,6,7,5,4,20,28,12,13,9,8,24,25,29,21,23,31,27,19,17,16
0,1,3,2,18,26,10,14,30,22,6,7,5,4,20,21,23,31,29,28,12,13,15,11,9,8,24,25,27,19,17,16
0,1,3,2,18,26,30,22,6,7,5,4,20,21,23,31,29,28,12,13,15,14,10,11,9,8,24,25,27,19,17,16
0,1,3,2,18,19,17,21,23,22,30,31,29,25,27,26,10,11,9,13,15,14,6,7,5,4,12,8,24,28,20,16
0,1,3,2,18,19,17,21,23,22,6,7,5,4,12,13,15,14,30,31,29,25,27,26,10,11,9,8,24,28,20,16
0,1,3,2,18,19,17,21,29,25,27,31,23,22,30,26,10,14,6,7,15,11,9,13,5,4,12,8,24,28,20,16
0,1,3,2,18,22,30,26,10,11,27,31,15,14,6,7,23,19,17,21,5,4,12,13,29,25,9,8,24,28,20,16
0,1,3,2,18,22,30,26,10,14,6,7,15,11,27,31,23,19,17,21,29,25,9,13,5,4,12,8,24,28,20,16
0,1,3,2,18,22,6,7,23,19,17,21,5,4,12,13,29,25,27,31,15,14,30,26,10,11,9,8,24,28,20,16
0,1,3,2,6,7,5,4,20,21,23,22,18,19,17,25,27,26,30,31,29,28,12,13,15,14,10,11,9,8,24,16
0,1,3,2,6,7,5,4,20,28,12,13,15,14,30,31,29,21,23,22,18,19,17,25,27,26,10,11,9,8,24,16
0,1,3,2,6,7,5,4,20,28,12,13,29,21,23,31,15,14,30,22,18,26,10,11,27,19,17,25,9,8,24,16
0,1,3,2,18,19,17,21,23,22,6,7,5,4,20,28,12,13,15,14,30,31,29,25,27,26,10,11,9,8,24,16
0,1,3,2,18,19,17,25,27,26,10,11,9,13,15,14,30,31,29,21,23,22,6,7,5,4,20,28,12,8,24,16
0,1,3,2,18,19,17,25,27,26,10,11,15,14,30,31,29,21,23,22,6,7,5,4,20,28,12,13,9,8,24,16
0,1,3,2,18,19,17,25,27,26,10,14,30,31,29,21,23,22,6,7,5,4,20,28,12,13,15,11,9,8,24,16
0,1,3,2,18,19,17,25,27,26,30,31,29,21,23,22,6,7,5,4,20,28,12,13,15,14,10,11,9,8,24,16
0,1,3,2,18,19,17,25,27,31,29,21,23,22,6,7,5,4,20,28,12,13,15,14,30,26,10,11,9,8,24,16
0,1,3,2,18,19,17,25,29,21,23,22,6,7,5,4,20,28,12,13,15,14,30,31,27,26,10,11,9,8,24,16
0,1,3,2,18,19,17,25,29,21,23,31,27,26,10,11,15,14,30,22,6,7,5,4,20,28,12,13,9,8,24,16
0,1,3,2,18,19,23,22,6,7,5,4,20,21,17,25,29,28,12,13,15,14,30,31,27,26,10,11,9,8,24,16
0,1,3,2,18,19,23,22,6,7,5,4,20,28,12,13,15,14,30,31,29,21,17,25,27,26,10,11,9,8,24,16
0,1,3,2,18,22,6,7,23,19,17,21,5,4,20,28,12,13,29,25,27,31,15,14,30,26,10,11,9,8,24,16
0,1,3,2,18,22,6,7,23,19,17,25,27,31,29,21,5,4,20,28,12,13,15,14,30,26,10,11,9,8,24,16
0,1,3,2,18,22,6,7,5,4,20,21,23,19,17,25,27,31,29,28,12,13,15,14,30,26,10,11,9,8,24,16
0,1,3,2,18,22,6,7,5,4,20,28,12,13,15,14,30,26,10,11,27,31,29,21,23,19,17,25,9,8,24,16
0,1,3,2,18,22,6,7,5,4,20,28,12,13,15,14,30,31,29,21,23,19,17,25,27,26,10,11,9,8,24,16
0,1,3,2,18,22,6,7,5,4,20,28,12,13,29,21,23,19,17,25,27,31,15,14,30,26,10,11,9,8,24,16
0,1,3,2,18,22,6,7,5,4,20,28,12,13,29,21,23,31,15,14,30,26,10,11,27,19,17,25,9,8,24,16
0,1,3,2,18,26,10,11,15,14,30,22,6,7,23,31,27,19,17,25,29,21,5,4,20,28,12,13,9,8,24,16
0,1,3,2,18,26,10,11,15,14,30,22,6,7,5,4,20,21,23,31,27,19,17,25,29,28,12,13,9,8,24,16
0,1,3,2,18,26,10,11,15,14,30,22,6,7,5,4,20,28,12,13,29,21,23,31,27,19,17,25,9,8,24,16
0,1,3,2,18,26,10,11,15,14,30,31,27,19,17,25,29,21,23,22,6,7,5,4,20,28,12,13,9,8,24,16
0,1,3,2,18,26,10,11,15,14,30,31,27,19,23,22,6,7,5,4,20,21,17,25,29,28,12,13,9,8,24,16
0,1,3,2,18,26,10,11,27,19,17,21,23,31,15,14,30,22,6,7,5,4,20,28,12,13,29,25,9,8,24,16
0,1,3,2,18,26,10,11,27,19,17,25,9,13,29,21,23,31,15,14,30,22,6,7,5,4,20,28,12,8,24,16
0,1,3,2,18,26,10,11,27,19,17,25,29,21,23,31,15,14,30,22,6,7,5,4,20,28,12,13,9,8,24,16
0,1,3,2,18,26,10,11,27,19,23,31,15,14,30,22,6,7,5,4,20,28,12,13,29,21,17,25,9,8,24,16
0,1,3,2,18,26,10,11,27,31,15,14,30,22,6,7,23,19,17,21,5,4,20,28,12,13,29,25,9,8,24,16
0,1,3,2,18,26,10,11,27,31,15,14,30,22,6,7,5,4,20,28,12,13,29,21,23,19,17,25,9,8,24,16
0,1,3,2,18,26,10,14,30,22,6,7,23,31,15,11,27,19,17,25,9,13,29,21,5,4,20,28,12,8,24,16
0,1,3,2,18,26,10,14,30,22,6,7,5,4,20,28,12,13,29,21,23,31,15,11,27,19,17,25,9,8,24,16
0,1,3,2,18,26,30,22,6,7,5,4,20,28,12,13,29,21,23,31,15,14,10,11,27,19,17,25,9,8,24,16
0,1,5,7,3,2,18,19,23,22,30,31,27,26,10,11,15,14,6,4,12,13,9,8,24,25,29,28,20,21,17,16
0,1,5,7,3,2,18,19,23,22,6,4,12,14,30,31,27,26,10,11,15,13,9,8,24,25,29,28,20,21,17,16
0,1,5,7,3,2,6,4,12,14,10,11,15,13,9,8,24,25,29,31,27,26,30,28,20,22,18,19,23,21,17,16
0,1,5,7,3,2,6,4,20,28,12,14,10,11,15,13,9,8,24,25,29,31,27,26,30,22,18,19,23,21,17,16
0,1,5,7,3,2,10,11,15,14,6,4,20,22,30,28,12,13,9,8,24,25,29,31,27,26,18,19,23,21,17,16
0,1,5,7,3,2,6,4,20,22,30,28,12,14,10,11,15,13,9,8,24,25,29,31,27,26,18,19,23,21,17,16
0,1,5,7,3,2,10,11,15,14,6,4,12,13,9,8,24,25,29,28,20,22,30,31,27,26,18,19,23,21,17,16
0,1,5,7,3,2,6,4,20,22,18,26,30,28,12,14,10,11,15,13,9,8,24,25,29,31,27,19,23,21,17,16
0,1,5,7,3,2,6,4,20,22,18,19,27,26,30,28,12,14,10,11,15,13,9,8,24,25,29,31,23,21,17,16
0,1,5,7,3,2,18,19,23,31,27,26,10,11,15,14,30,22,6,4,20,28,12,13,9,8,24,25,29,21,17,16
0,1,5,7,3,2,18,19,23,31,27,26,30,22,6,4,20,28,12,14,10,11,15,13,9,8,24,25,29,21,17,16
0,1,5,7,3,2,6,4,20,22,18,19,23,31,27,26,30,28,12,14,10,11,15,13,9,8,24,25,29,21,17,16
0,1,5,7,3,2,6,4,20,28,12,14,30,22,18,19,23,31,27,26,10,11,15,13,9,8,24,25,29,21,17,16
0,1,5,7,3,2,18,19,23,22,6,4,20,28,12,14,30,31,27,26,10,11,15,13,9,8,24,25,29,21,17,16
0,1,5,7,3,2,18,19,27,26,10,11,15,14,30,31,23,22,6,4,20,21,29,28,12,13,9,8,24,25,17,16
0,1,5,7,3,2,6,4,20,22,18,19,23,21,29,31,27,26,30,28,12,14,10,11,15,13,9,8,24,25,17,16
0,1,5,7,3,2,18,19,23,22,6,4,20,21,29,28,12,14,30,31,27,26,10,11,15,13,9,8,24,25,17,16
0,1,5,7,3,2,18,26,10,11,15,14,30,31,27,19,23,22,6,4,20,21,17,25,29,28,12,13,9,8,24,16
0,1,5,7,3,2,6,4,20,22,18,19,23,21,17,25,29,31,27,26,30,28,12,14,10,11,15,13,9,8,24,16
0,1,5,7,3,2,18,19,23,22,6,4,20,21,17,25,29,28,12,14,30,31,27,26,10,11,15,13,9,8,24,16
0,1,5,7,3,2,6,4,20,22,18,26,30,28,12,14,10,11,15,13,29,31,27,19,23,21,17,25,9,8,24,16
0,1,5,7,3,2,18,26,10,11,27,19,23,31,15,14,30,22,6,4,20,28,12,13,29,21,17,25,9,8,24,16
0,1,5,7,3,2,6,4,20,28,12,14,30,22,18,26,10,11,27,19,23,31,15,13,29,21,17,25,9,8,24,16
0,1,9,11,15,13,5,7,3,2,18,19,23,22,6,4,20,21,29,28,12,14,30,31,27,26,10,8,24,25,17,16
0,1,9,11,15,13,5,7,3,2,6,4,12,14,10,8,24,26,30,28,20,22,18,19,23,21,29,31,27,25,17,16
0,1,9,11,15,13,5,7,3,2,6,4,20,22,18,19,23,21,29,31,27,26,30,28,12,14,10,8,24,25,17,16
0,1,9,11,3,2,10,14,6,7,15,13,5,4,12,8,24,28,20,21,29,31,23,22,30,26,18,19,27,25,17,16
0,1,9,11,3,2,10,14,6,7,15,13,5,4,20,21,29,31,23,22,30,28,12,8,24,26,18,19,27,25,17,16
0,1,9,11,3,2,18,19,23,22,6,7,15,13,5,4,20,21,29,28,12,14,30,31,27,26,10,8,24,25,17,16
0,1,9,11,3,2,18,19,27,26,10,14,30,31,23,22,6,7,15,13,5,4,20,21,29,28,12,8,24,25,17,16
0,1,9,11,3,2,18,19,27,26,30,31,23,22,6,7,15,13,5,4,20,21,29,28,12,14,10,8,24,25,17,16
0,1,9,11,3,2,18,19,27,31,23,22,30,26,10,14,6,7,15,13,5,4,12,8,24,28,20,21,29,25,17,16
0,1,9,11,3,2,18,19,27,31,23,22,6,7,15,13,5,4,12,14,30,26,10,8,24,28,20,21,29,25,17,16
0,1,9,11,3,2,18,19,27,31,23,22,6,7,15,13,5,4,20,21,29,28,12,14,30,26,10,8,24,25,17,16
0,1,9,11,3,2,18,22,6,7,15,13,5,4,20,21,29,28,12,14,30,31,23,19,27,26,10,8,24,25,17,16
0,1,9,11,3,2,6,7,15,13,5,4,12,14,10,8,24,26,30,28,20,21,29,31,23,22,18,19,27,25,17,16
0,1,9,11,3,2,6,7,15,13,5,4,20,21,29,28,12,14,10,8,24,26,30,31,23,22,18,19,27,25,17,16
0,1,9,11,3,2,6,7,15,13,5,4,20,21,29,28,12,14,30,31,23,22,18,19,27,26,10,8,24,25,17,16
0,1,9,11,3,2,6,7,15,13,5,4,20,21,29,31,23,22,18,19,27,26,30,28,12,14,10,8,24,25,17,16
0,1,9,11,3,2,6,7,15,13,5,4,20,21,29,31,23,22,30,28,12,14,10,8,24,26,18,19,27,25,17,16
0,1,9,13,15,11,3,2,10,14,6,7,5,4,12,8,24,28,20,21,23,22,30,26,18,19,27,31,29,25,17,16
0,1,9,13,15,11,3,2,18,19,27,26,10,14,30,31,23,22,6,7,5,4,20,21,29,28,12,8,24,25,17,16
0,1,9,13,15,11,3,2,18,19,27,31,23,22,30,26,10,14,6,7,5,4,12,8,24,28,20,21,29,25,17,16
0,1,9,13,5,7,15,11,3,2,10,14,6,4,12,8,24,28,20,22,30,26,18,19,27,31,23,21,29,25,17,16
0,1,9,13,5,7,15,11,3,2,18,19,27,26,10,14,30,31,23,22,6,4,20,21,29,28,12,8,24,25,17,16
0,1,9,13,5,7,15,11,3,2,18,19,27,31,23,22,30,26,10,14,6,4,12,8,24,28,20,21,29,25,17,16
0,1,17,19,23,21,29,31,27,25,9,11,15,13,5,7,3,2,6,4,12,14,10,8,24,26,30,28,20,22,18,16
0,1,17,19,23,21,5,7,3,2,10,11,15,14,6,4,20,22,30,28,12,13,29,31,27,25,9,8,24,26,18,16
0,1,17,19,23,21,5,7,3,2,6,4,12,14,10,11,15,13,29,31,27,25,9,8,24,26,30,28,20,22,18,16
0,1,17,19,23,21,5,7,3,2,6,4,20,22,30,28,12,14,10,11,15,13,29,31,27,25,9,8,24,26,18,16
0,1,17,19,23,21,5,7,3,2,6,4,20,28,12,14,10,11,15,13,29,31,27,25,9,8,24,26,30,22,18,16
0,1,17,19,23,31,27,25,9,11,15,13,29,21,5,7,3,2,6,4,20,28,12,14,10,8,24,26,30,22,18,16
0,1,17,19,27,25,9,11,15,13,29,31,23,21,5,7,3,2,6,4,20,22,30,28,12,14,10,8,24,26,18,16
0,1,17,19,27,25,9,11,3,2,10,14,6,7,15,13,29,31,23,21,5,4,20,22,30,28,12,8,24,26,18,16
0,1,17,19,27,25,9,11,3,2,6,7,15,13,29,31,23,21,5,4,20,22,30,28,12,14,10,8,24,26,18,16
0,1,17,19,27,25,9,13,29,31,15,11,3,2,10,14,6,7,23,21,5,4,20,22,30,28,12,8,24,26,18,16
0,1,17,19,27,25,9,13,29,31,23,21,5,7,15,11,3,2,10,14,6,4,20,22,30,28,12,8,24,26,18,16
0,1,17,19,27,31,23,21,29,25,9,13,5,7,15,11,3,2,10,14,6,4,12,8,24,28,20,22,30,26,18,16
0,1,17,19,3,2,10,11,15,14,6,7,23,21,5,4,20,22,30,28,12,13,29,31,27,25,9,8,24,26,18,16
0,1,17,19,3,2,10,11,27,25,9,13,29,31,15,14,6,7,23,21,5,4,20,22,30,28,12,8,24,26,18,16
0,1,17,19,3,2,10,11,27,25,29,31,15,14,6,7,23,21,5,4,20,22,30,28,12,13,9,8,24,26,18,16
0,1,17,19,3,2,10,11,27,31,15,14,6,7,23,21,5,4,12,13,29,25,9,8,24,28,20,22,30,26,18,16
0,1,17,19,3,2,10,11,27,31,15,14,6,7,23,21,5,4,20,22,30,28,12,13,29,25,9,8,24,26,18,16
0,1,17,19,3,2,10,14,6,7,15,11,27,25,9,13,29,31,23,21,5,4,20,22,30,28,12,8,24,26,18,16
0,1,17,19,3,2,10,14,6,7,15,11,27,31,23,21,29,25,9,13,5,4,12,8,24,28,20,22,30,26,18,16
0,1,17,19,3,2,10,14,6,7,23,21,5,4,20,22,30,28,12,13,29,31,15,11,27,25,9,8,24,26,18,16
0,1,17,19,3,2,6,7,23,21,5,4,12,13,29,31,15,14,10,11,27,25,9,8,24,26,30,28,20,22,18,16
0,1,17,19,3,2,6,7,23,21,5,4,20,22,30,28,12,13,29,31,15,14,10,11,27,25,9,8,24,26,18,16
0,1,17,19,3,2,6,7,23,21,5,4,20,28,12,13,29,31,15,14,10,11,27,25,9,8,24,26,30,22,18,16
0,1,17,19,3,2,18,22,30,26,10,11,27,31,15,14,6,7,23,21,5,4,12,13,29,25,9,8,24,28,20,16
0,1,17,19,3,2,18,22,30,26,10,14,6,7,15,11,27,31,23,21,29,25,9,13,5,4,12,8,24,28,20,16
0,1,17,19,3,2,18,22,6,7,23,21,5,4,12,13,29,31,15,14,30,26,10,11,27,25,9,8,24,28,20,16
0,1,17,21,23,19,3,2,18,22,30,26,10,11,27,31,15,14,6,7,5,4,12,13,29,25,9,8,24,28,20,16
0,1,17,21,23,19,3,2,18,22,30,26,10,11,27,31,29,25,9,13,15,14,6,7,5,4,12,8,24,28,20,16
0,1,17,21,23,19,3,2,18,22,30,26,10,14,6,7,15,11,27,31,29,25,9,13,5,4,12,8,24,28,20,16
0,1,17,21,23,19,3,2,18,22,30,26,10,14,6,7,5,4,12,13,15,11,27,31,29,25,9,8,24,28,20,16
0,1,17,21,23,19,3,2,18,22,6,7,5,4,12,13,15,14,30,26,10,11,27,31,29,25,9,8,24,28,20,16
0,1,17,21,29,25,9,11,27,31,15,13,5,7,23,19,3,2,18,22,6,4,12,14,30,26,10,8,24,28,20,16
0,1,17,21,29,25,9,11,27,31,23,19,3,2,18,22,30,26,10,14,6,7,15,13,5,4,12,8,24,28,20,16
0,1,17,21,29,25,9,11,27,31,23,19,3,2,18,22,6,7,15,13,5,4,12,14,30,26,10,8,24,28,20,16
0,1,17,21,29,25,9,13,15,11,27,31,23,19,3,2,18,22,30,26,10,14,6,7,5,4,12,8,24,28,20,16
0,1,17,21,29,25,9,13,5,7,15,11,27,31,23,19,3,2,18,22,30,26,10,14,6,4,12,8,24,28,20,16
0,1,17,21,29,25,27,31,23,19,3,2,18,22,30,26,10,14,6,7,15,11,9,13,5,4,12,8,24,28,20,16
0,1,17,21,29,31,23,19,3,2,18,22,30,26,10,14,6,7,15,11,27,25,9,13,5,4,12,8,24,28,20,16
0,1,17,21,5,7,23,19,3,2,18,22,30,26,10,11,27,31,15,14,6,4,12,13,29,25,9,8,24,28,20,16
0,1,17,21,5,7,23,19,3,2,18,22,6,4,12,14,30,26,10,11,27,31,15,13,29,25,9,8,24,28,20,16
0,1,17,19,23,21,5,7,3,2,6,4,20,22,18,26,30,28,12,14,10,11,15,13,29,31,27,25,9,8,24,16
0,1,17,19,3,2,18,22,6,7,23,21,5,4,20,28,12,13,29,31,15,14,30,26,10,11,27,25,9,8,24,16
0,1,17,19,3,2,18,26,10,11,15,14,30,22,6,7,23,21,5,4,20,28,12,13,29,31,27,25,9,8,24,16
0,1,17,19,3,2,18,26,10,11,15,14,30,22,6,7,23,31,27,25,29,21,5,4,20,28,12,13,9,8,24,16
0,1,17,19,3,2,18,26,10,11,27,25,9,13,29,31,15,14,30,22,6,7,23,21,5,4,20,28,12,8,24,16
0,1,17,19,3,2,18,26,10,11,27,25,29,31,15,14,30,22,6,7,23,21,5,4,20,28,12,13,9,8,24,16
0,1,17,19,3,2,18,26,10,11,27,31,15,14,30,22,6,7,23,21,5,4,20,28,12,13,29,25,9,8,24,16
0,1,17,19,3,2,18,26,10,14,30,22,6,7,23,21,5,4,20,28,12,13,29,31,15,11,27,25,9,8,24,16
0,1,17,19,3,2,18,26,10,14,30,22,6,7,23,31,15,11,27,25,9,13,29,21,5,4,20,28,12,8,24,16
0,1,17,19,3,2,18,26,30,22,6,7,23,21,5,4,20,28,12,13,29,31,15,14,10,11,27,25,9,8,24,16
0,1,17,19,3,2,6,7,23,21,5,4,20,22,18,26,30,28,12,13,29,31,15,14,10,11,27,25,9,8,24,16
0,1,17,19,3,2,6,7,23,21,5,4,20,28,12,13,29,31,15,14,30,22,18,26,10,11,27,25,9,8,24,16
0,1,17,21,23,19,3,2,18,22,6,7,5,4,20,28,12,13,15,14,30,26,10,11,27,31,29,25,9,8,24,16
0,1,17,21,23,19,3,2,18,26,10,11,27,31,15,14,30,22,6,7,5,4,20,28,12,13,29,25,9,8,24,16
0,1,17,21,5,7,23,19,3,2,18,22,6,4,20,28,12,14,30,26,10,11,27,31,15,13,29,25,9,8,24,16
0,1,17,21,5,7,23,19,3,2,18,26,10,11,27,31,15,14,30,22,6,4,20,28,12,13,29,25,9,8,24,16
0,1,17,25,9,11,15,13,29,21,5,7,23,31,27,19,3,2,18,26,30,22,6,4,20,28,12,14,10,8,24,16
0,1,17,25,9,11,15,13,29,31,27,19,23,21,5,7,3,2,6,4,20,22,18,26,30,28,12,14,10,8,24,16
0,1,17,25,9,11,27,19,23,31,15,13,29,21,5,7,3,2,6,4,20,28,12,14,30,22,18,26,10,8,24,16
0,1,17,25,9,11,27,19,3,2,18,22,6,7,23,31,15,13,29,21,5,4,20,28,12,14,30,26,10,8,24,16
0,1,17,25,9,11,27,19,3,2,18,26,10,14,30,22,6,7,23,31,15,13,29,21,5,4,20,28,12,8,24,16
0,1,17,25,9,11,27,19,3,2,18,26,30,22,6,7,23,31,15,13,29,21,5,4,20,28,12,14,10,8,24,16
0,1,17,25,9,11,27,19,3,2,6,7,23,31,15,13,29,21,5,4,20,28,12,14,30,22,18,26,10,8,24,16
0,1,17,25,9,11,27,31,15,13,29,21,5,7,23,19,3,2,18,22,6,4,20,28,12,14,30,26,10,8,24,16
0,1,17,25,9,13,15,11,27,19,3,2,18,26,10,14,30,22,6,7,23,31,29,21,5,4,20,28,12,8,24,16
0,1,17,25,9,13,29,21,23,31,15,11,27,19,3,2,18,26,10,14,30,22,6,7,5,4,20,28,12,8,24,16
0,1,17,25,9,13,29,21,5,7,23,31,15,11,27,19,3,2,18,26,10,14,30,22,6,4,20,28,12,8,24,16
0,1,17,25,9,13,29,31,15,11,27,19,3,2,18,26,10,14,30,22,6,7,23,21,5,4,20,28,12,8,24,16
0,1,17,25,27,19,3,2,18,22,6,7,23,31,29,21,5,4,20,28,12,13,15,14,30,26,10,11,9,8,24,16
0,1,17,25,27,19,3,2,18,26,10,11,9,13,15,14,30,22,6,7,23,31,29,21,5,4,20,28,12,8,24,16
0,1,17,25,27,19,3,2,18,26,10,11,15,14,30,22,6,7,23,31,29,21,5,4,20,28,12,13,9,8,24,16
0,1,17,25,27,19,3,2,18,26,10,14,30,22,6,7,23,31,15,11,9,13,29,21,5,4,20,28,12,8,24,16
0,1,17,25,27,19,3,2,18,26,10,14,30,22,6,7,23,31,29,21,5,4,20,28,12,13,15,11,9,8,24,16
0,1,17,25,27,19,3,2,18,26,30,22,6,7,23,31,29,21,5,4,20,28,12,13,15,14,10,11,9,8,24,16
0,1,17,25,27,19,3,2,6,7,23,31,29,21,5,4,20,28,12,13,15,14,30,22,18,26,10,11,9,8,24,16
0,1,17,25,27,31,29,21,23,19,3,2,18,22,6,7,5,4,20,28,12,13,15,14,30,26,10,11,9,8,24,16
0,1,17,25,29,21,23,31,27,19,3,2,18,26,10,11,15,14,30,22,6,7,5,4,20,28,12,13,9,8,24,16
0,1,17,25,29,21,5,7,23,31,27,19,3,2,18,26,10,11,15,14,30,22,6,4,20,28,12,13,9,8,24,16
0,1,17,25,29,21,5,7,23,31,27,19,3,2,18,26,30,22,6,4,20,28,12,14,10,11,15,13,9,8,24,16
0,1,17,25,29,31,27,19,23,21,5,7,3,2,6,4,20,22,18,26,30,28,12,14,10,11,15,13,9,8,24,16
0,1,17,25,29,31,27,19,3,2,18,26,10,11,15,14,30,22,6,7,23,21,5,4,20,28,12,13,9,8,24,16
