0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,1,3,2,6,7,5,4,12,13,15,14,10,11,9,8,40,41,43,42,46,47,45,61,63,62,58,59,57,56,24,25,27,26,30,31,29,28,60,44,36,52,20,21,23,22,18,19,17,16,48,49,51,50,54,55,53,37,39,38,34,35,33,32
0,1,3,2,6,7,5,4,12,13,15,14,10,11,9,8,40,41,43,42,46,47,63,62,58,59,57,56,24,25,27,26,30,31,29,28,20,21,23,22,18,19,17,16,48,49,51,50,54,55,53,52,60,61,45,44,36,37,39,38,34,35,33,32
0,1,3,2,6,7,5,4,12,13,15,14,10,11,9,8,40,41,43,42,46,47,63,62,58,59,57,56,24,25,27,26,30,31,29,28,60,61,45,44,36,37,53,52,20,21,23,22,18,19,17,16,48,49,51,50,54,55,39,38,34,35,33,32
0,1,3,2,6,7,5,4,12,13,15,14,10,11,9,8,40,41,43,42,46,62,58,59,57,56,24,25,27,26,30,31,29,28,20,21,23,22,18,19,17,16,48,49,51,50,54,55,53,52,60,61,63,47,45,44,36,37,39,38,34,35,33,32
0,1,3,2,6,7,5,4,12,13,15,14,10,11,9,8,40,41,43,42,46,62,58,59,57,56,24,25,27,26,30,31,29,28,60,61,63,47,45,44,36,37,39,55,53,52,20,21,23,22,18,19,17,16,48,49,51,50,54,38,34,35,33,32
0,1,3,2,6,7,5,4,12,13,15,14,10,11,9,8,40,41,43,42,58,59,57,56,24,25,27,26,30,31,29,28,20,21,23,22,18,19,17,16,48,49,51,50,54,55,53,52,60,61,63,62,46,47,45,44,36,37,39,38,34,35,33,32
0,1,3,2,6,7,5,4,12,13,15,14,10,11,9,8,40,41,43,42,58,59,57,56,24,25,27,26,30,31,29,28,60,61,63,62,46,47,45,44,36,37,39,38,54,55,53,52,20,21,23,22,18,19,17,16,48,49,51,50,34,35,33,32
0,1,3,2,6,7,5,4,12,13,15,14,10,11,9,8,40,41,43,59,57,56,24,25,27,26,30,31,29,28,20,21,23,22,18,19,17,16,48,49,51,50,54,55,53,52,60,61,63,62,58,42,46,47,45,44,36,37,39,38,34,35,33,32
0,1,3,2,6,7,5,4,12,13,15,14,10,11,9,8,40,41,43,59,57,56,24,25,27,26,30,31,29,28,60,61,63,62,58,42,46,47,45,44,36,37,39,38,34,50,54,55,53,52,20,21,23,22,18,19,17,16,48,49,51,35,33,32
0,1,3,2,6,7,5,4,12,13,15,14,10,11,9,8,40,41,43,59,57,56,24,25,27,26,58,42,46,62,30,31,29,28,60,61,63,47,45,44,36,37,39,55,53,52,20,21,23,22,54,38,34,50,18,19,17,16,48,49,51,35,33,32
0,1,3,2,6,7,5,4,12,13,15,14,10,11,9,8,40,41,57,56,24,25,27,26,30,31,29,28,20,21,23,22,18,19,17,16,48,49,51,50,54,55,53,52,60,61,63,62,58,59,43,42,46,47,45,44,36,37,39,38,34,35,33,32
0,1,3,2,6,7,5,4,12,13,15,14,10,11,9,8,40,41,57,56,24,25,27,26,30,31,29,28,60,61,63,62,58,59,43,42,46,47,45,44,36,37,39,38,34,35,51,50,54,55,53,52,20,21,23,22,18,19,17,16,48,49,33,32
0,1,3,2,6,7,5,4,12,13,15,14,10,11,9,8,40,41,57,56,24,25,27,26,58,59,43,42,46,47,63,62,30,31,29,28,60,61,45,44,36,37,53,52,20,21,23,22,54,55,39,38,34,35,51,50,18,19,17,16,48,49,33,32
0,1,3,2,6,7,5,4,12,13,15,14,10,11,9,8,40,56,24,25,27,26,30,31,29,28,20,21,23,22,18,19,17,16,48,49,51,50,54,55,53,52,60,61,63,62,58,59,57,41,43,42,46,47,45,44,36,37,39,38,34,35,33,32
0,1,3,2,6,7,5,4,12,13,15,14,10,11,9,8,40,56,24,25,27,26,30,31,29,28,60,61,63,62,58,59,57,41,43,42,46,47,45,44,36,37,39,38,34,35,33,49,51,50,54,55,53,52,20,21,23,22,18,19,17,16,48,32
0,1,3,2,6,7,5,4,12,13,15,14,10,11,9,8,40,56,24,25,27,26,58,59,57,41,43,42,46,47,45,61,63,62,30,31,29,28,60,44,36,52,20,21,23,22,54,55,53,37,39,38,34,35,33,49,51,50,18,19,17,16,48,32
0,1,3,2,6,7,5,4,12,13,15,14,10,11,9,8,40,56,24,25,57,41,43,59,27,26,58,42,46,62,30,31,63,47,45,61,29,28,60,44,36,52,20,21,53,37,39,55,23,22,54,38,34,50,18,19,51,35,33,49,17,16,48,32
0,1,3,2,6,7,5,4,20,21,23,22,18,19,17,25,27,26,30,31,29,28,12,13,15,14,10,11,9,8,24,16,48,56,40,41,43,42,46,47,45,44,60,61,63,62,58,59,57,49,51,50,54,55,53,52,36,37,39,38,34,35,33,32
0,1,3,2,6,7,5,4,20,21,23,22,18,19,17,25,27,26,30,31,29,28,12,13,15,14,10,11,9,8,40,41,43,42,46,47,45,44,60,61,63,62,58,59,57,56,24,16,48,49,51,50,54,55,53,52,36,37,39,38,34,35,33,32
0,1,3,2,6,7,5,4,20,21,23,22,18,19,27,26,30,31,29,28,12,13,15,14,10,11,9,8,24,25,17,16,48,49,57,56,40,41,43,42,46,47,45,44,60,61,63,62,58,59,51,50,54,55,53,52,36,37,39,38,34,35,33,32
0,1,3,2,6,7,5,4,20,21,23,22,18,19,27,26,30,31,29,28,12,13,15,14,10,11,9,8,40,41,43,42,46,47,45,44,60,61,63,62,58,59,57,56,24,25,17,16,48,49,51,50,54,55,53,52,36,37,39,38,34,35,33,32
0,1,3,2,6,7,5,4,20,21,23,22,18,26,30,31,29,28,12,13,15,14,10,11,9,8,24,25,27,19,17,16,48,49,51,59,57,56,40,41,43,42,46,47,45,44,60,61,63,62,58,50,54,55,53,52,36,37,39,38,34,35,33,32
0,1,3,2,6,7,5,4,20,21,23,22,18,26,30,31,29,28,12,13,15,14,10,11,9,8,40,41,43,42,46,47,45,44,60,61,63,62,58,59,57,56,24,25,27,19,17,16,48,49,51,50,54,55,53,52,36,37,39,38,34,35,33,32
0,1,3,2,6,7,5,4,20,21,23,22,30,31,29,28,12,13,15,14,10,11,9,8,24,25,27,26,18,19,17,16,48,49,51,50,58,59,57,56,40,41,43,42,46,47,45,44,60,61,63,62,54,55,53,52,36,37,39,38,34,35,33,32
0,1,3,2,6,7,5,4,20,21,23,22,30,31,29,28,12,13,15,14,10,11,9,8,40,41,43,42,46,47,45,44,60,61,63,62,58,59,57,56,24,25,27,26,18,19,17,16,48,49,51,50,54,55,53,52,36,37,39,38,34,35,33,32
0,1,3,2,6,7,5,4,20,21,23,31,29,28,12,13,15,14,10,11,9,8,24,25,27,26,30,22,18,19,17,16,48,49,51,50,54,62,58,59,57,56,40,41,43,42,46,47,45,44,60,61,63,55,53,52,36,37,39,38,34,35,33,32
0,1,3,2,6,7,5,4,20,21,23,31,29,28,12,13,15,14,10,11,9,8,40,41,43,42,46,47,45,44,60,61,63,62,58,59,57,56,24,25,27,26,30,22,18,19,17,16,48,49,51,50,54,55,53,52,36,37,39,38,34,35,33,32
0,1,3,2,6,7,5,4,20,21,23,31,29,28,12,13,15,14,30,22,18,26,10,11,9,8,24,25,27,19,17,16,48,49,51,59,57,56,40,41,43,42,58,50,54,62,46,47,45,44,60,61,63,55,53,52,36,37,39,38,34,35,33,32
0,1,3,2,6,7,5,4,20,21,29,28,12,13,15,14,10,11,9,8,24,25,27,26,30,31,23,22,18,19,17,16,48,49,51,50,54,55,63,62,58,59,57,56,40,41,43,42,46,47,45,44,60,61,53,52,36,37,39,38,34,35,33,32
0,1,3,2,6,7,5,4,20,21,29,28,12,13,15,14,10,11,9,8,40,41,43,42,46,47,45,44,60,61,63,62,58,59,57,56,24,25,27,26,30,31,23,22,18,19,17,16,48,49,51,50,54,55,53,52,36,37,39,38,34,35,33,32
0,1,3,2,6,7,5,4,20,21,29,28,12,13,15,14,30,31,23,22,18,19,27,26,10,11,9,8,24,25,17,16,48,49,57,56,40,41,43,42,58,59,51,50,54,55,63,62,46,47,45,44,60,61,53,52,36,37,39,38,34,35,33,32
0,1,3,2,6,7,5,4,20,28,12,13,15,14,10,11,9,8,24,25,27,26,30,31,29,21,23,22,18,19,17,16,48,49,51,50,54,55,53,61,63,62,58,59,57,56,40,41,43,42,46,47,45,44,60,52,36,37,39,38,34,35,33,32
0,1,3,2,6,7,5,4,20,28,12,13,15,14,10,11,9,8,40,41,43,42,46,47,45,44,60,61,63,62,58,59,57,56,24,25,27,26,30,31,29,21,23,22,18,19,17,16,48,49,51,50,54,55,53,52,36,37,39,38,34,35,33,32
0,1,3,2,6,7,5,4,20,28,12,13,15,14,30,31,29,21,23,22,18,19,17,25,27,26,10,11,9,8,24,16,48,56,40,41,43,42,58,59,57,49,51,50,54,55,53,61,63,62,46,47,45,44,60,52,36,37,39,38,34,35,33,32
0,1,3,2,6,7,5,4,20,28,12,13,29,21,23,31,15,14,30,22,18,26,10,11,27,19,17,25,9,8,24,16,48,56,40,41,57,49,51,59,43,42,58,50,54,62,46,47,63,55,53,61,45,44,60,52,36,37,39,38,34,35,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,33,41,43,42,46,47,45,44,12,13,15,14,10,11,9,8,24,25,27,26,30,31,29,28,60,61,63,62,58,59,57,49,51,50,54,55,53,52,20,21,23,22,18,19,17,16,48,56,40,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,33,41,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,56,24,25,27,26,30,31,29,28,60,61,63,62,58,59,57,49,51,50,54,55,53,52,20,21,23,22,18,19,17,16,48,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,33,41,43,42,46,47,45,44,60,61,63,62,58,59,57,49,51,50,54,55,53,52,20,21,23,22,18,19,17,25,27,26,30,31,29,28,12,13,15,14,10,11,9,8,24,16,48,56,40,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,33,41,43,42,58,59,57,49,51,50,54,55,53,61,63,62,46,47,45,44,60,52,20,28,12,13,15,14,30,31,29,21,23,22,18,19,17,25,27,26,10,11,9,8,24,16,48,56,40,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,33,41,57,49,51,59,43,42,58,50,54,62,46,47,63,55,53,61,45,44,60,52,20,28,12,13,29,21,23,31,15,14,30,22,18,26,10,11,27,19,17,25,9,8,24,16,48,56,40,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,33,49,51,50,54,55,53,52,20,21,23,22,18,19,17,25,27,26,30,31,29,28,60,61,63,62,58,59,57,41,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,56,24,16,48,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,33,49,51,50,54,55,53,52,20,21,23,22,18,19,27,26,30,31,29,28,60,61,63,62,58,59,57,41,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,56,24,25,17,16,48,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,33,49,51,50,54,55,53,52,20,21,23,22,18,26,30,31,29,28,60,61,63,62,58,59,57,41,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,56,24,25,27,19,17,16,48,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,33,49,51,50,54,55,53,52,20,21,23,22,30,31,29,28,60,61,63,62,58,59,57,41,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,56,24,25,27,26,18,19,17,16,48,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,33,49,51,50,54,55,53,52,20,21,23,31,29,28,60,61,63,62,58,59,57,41,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,56,24,25,27,26,30,22,18,19,17,16,48,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,33,49,51,50,54,55,53,52,20,21,29,28,60,61,63,62,58,59,57,41,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,56,24,25,27,26,30,31,23,22,18,19,17,16,48,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,33,49,51,50,54,55,53,52,20,28,60,61,63,62,58,59,57,41,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,56,24,25,27,26,30,31,29,21,23,22,18,19,17,16,48,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,33,49,51,50,54,55,53,52,60,61,63,62,58,59,57,41,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,56,24,25,27,26,30,31,29,28,20,21,23,22,18,19,17,16,48,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,33,49,51,50,54,55,53,61,63,62,58,59,57,41,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,56,24,25,27,26,30,31,29,28,60,52,20,21,23,22,18,19,17,16,48,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,33,49,51,50,54,55,63,62,58,59,57,41,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,56,24,25,27,26,30,31,29,28,60,61,53,52,20,21,23,22,18,19,17,16,48,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,33,49,51,50,54,62,58,59,57,41,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,56,24,25,27,26,30,31,29,28,60,61,63,55,53,52,20,21,23,22,18,19,17,16,48,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,33,49,51,50,58,59,57,41,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,56,24,25,27,26,30,31,29,28,60,61,63,62,54,55,53,52,20,21,23,22,18,19,17,16,48,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,33,49,51,50,58,59,57,41,43,42,46,47,45,61,63,62,54,55,53,52,20,21,23,22,30,31,29,28,60,44,12,13,15,14,10,11,9,8,40,56,24,25,27,26,18,19,17,16,48,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,33,49,51,59,57,41,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,56,24,25,27,26,30,31,29,28,60,61,63,62,58,50,54,55,53,52,20,21,23,22,18,19,17,16,48,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,33,49,57,41,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,56,24,25,27,26,30,31,29,28,60,61,63,62,58,59,51,50,54,55,53,52,20,21,23,22,18,19,17,16,48,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,43,42,46,47,45,44,12,13,15,14,10,11,9,8,24,25,27,26,30,31,29,28,60,61,63,62,58,59,51,50,54,55,53,52,20,21,23,22,18,19,17,16,48,49,57,56,40,41,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,41,33,49,57,56,24,25,27,26,30,31,29,28,60,61,63,62,58,59,51,50,54,55,53,52,20,21,23,22,18,19,17,16,48,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,41,57,56,24,25,27,26,30,31,29,28,60,61,63,62,58,59,51,50,54,55,53,52,20,21,23,22,18,19,17,16,48,49,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,56,24,25,27,26,30,31,29,28,60,61,63,62,58,59,51,50,54,55,53,52,20,21,23,22,18,19,17,16,48,49,57,41,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,56,24,25,27,26,30,31,29,28,60,61,63,62,58,59,57,41,33,49,51,50,54,55,53,52,20,21,23,22,18,19,17,16,48,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,43,42,46,47,45,44,60,61,63,62,58,59,51,50,54,55,53,52,20,21,23,22,18,19,27,26,30,31,29,28,12,13,15,14,10,11,9,8,24,25,17,16,48,49,57,56,40,41,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,43,42,58,59,51,50,54,55,63,62,46,47,45,44,60,61,53,52,20,21,29,28,12,13,15,14,30,31,23,22,18,19,27,26,10,11,9,8,24,25,17,16,48,49,57,56,40,41,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,51,50,54,55,53,52,20,21,23,22,18,19,17,25,27,26,30,31,29,28,60,61,63,62,58,59,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,41,57,56,24,16,48,49,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,51,50,54,55,53,52,20,21,23,22,18,19,27,26,30,31,29,28,60,61,63,62,58,59,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,41,57,56,24,25,17,16,48,49,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,51,50,54,55,53,52,20,21,23,22,18,26,30,31,29,28,60,61,63,62,58,59,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,41,57,56,24,25,27,19,17,16,48,49,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,51,50,54,55,53,52,20,21,23,22,30,31,29,28,60,61,63,62,58,59,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,41,57,56,24,25,27,26,18,19,17,16,48,49,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,51,50,54,55,53,52,20,21,23,31,29,28,60,61,63,62,58,59,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,41,57,56,24,25,27,26,30,22,18,19,17,16,48,49,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,51,50,54,55,53,52,20,21,29,28,60,61,63,62,58,59,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,41,57,56,24,25,27,26,30,31,23,22,18,19,17,16,48,49,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,51,50,54,55,53,52,20,28,60,61,63,62,58,59,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,41,57,56,24,25,27,26,30,31,29,21,23,22,18,19,17,16,48,49,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,51,50,54,55,53,52,60,61,63,62,58,59,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,41,57,56,24,25,27,26,30,31,29,28,20,21,23,22,18,19,17,16,48,49,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,51,50,54,55,53,61,63,62,58,59,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,41,57,56,24,25,27,26,30,31,29,28,60,52,20,21,23,22,18,19,17,16,48,49,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,51,50,54,55,63,62,58,59,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,41,57,56,24,25,27,26,30,31,29,28,60,61,53,52,20,21,23,22,18,19,17,16,48,49,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,51,50,54,62,58,59,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,41,57,56,24,25,27,26,30,31,29,28,60,61,63,55,53,52,20,21,23,22,18,19,17,16,48,49,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,51,50,58,59,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,41,57,56,24,25,27,26,30,31,29,28,60,61,63,62,54,55,53,52,20,21,23,22,18,19,17,16,48,49,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,51,50,58,59,43,42,46,47,63,62,54,55,53,52,20,21,23,22,30,31,29,28,60,61,45,44,12,13,15,14,10,11,9,8,40,41,57,56,24,25,27,26,18,19,17,16,48,49,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,51,59,43,42,46,47,45,44,12,13,15,14,10,11,9,8,40,41,57,56,24,25,27,26,30,31,29,28,60,61,63,62,58,50,54,55,53,52,20,21,23,22,18,19,17,16,48,49,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,35,51,59,43,42,58,50,54,62,46,47,63,55,53,61,45,44,60,52,20,28,12,13,29,21,23,31,15,14,30,22,18,26,10,11,27,19,17,25,9,8,24,16,48,56,40,41,57,49,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,42,46,47,45,44,12,13,15,14,10,11,9,8,24,25,27,26,30,31,29,28,60,61,63,62,58,50,54,55,53,52,20,21,23,22,18,19,17,16,48,49,51,59,57,56,40,41,43,35,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,42,46,47,45,44,12,13,15,14,10,11,9,8,40,41,43,35,33,49,51,59,57,56,24,25,27,26,30,31,29,28,60,61,63,62,58,50,54,55,53,52,20,21,23,22,18,19,17,16,48,32
0,1,3,2,6,7,5,4,36,37,39,38,34,42,46,47,45,44,12,13,15,14,10,11,9,8,40,41,43,35,51,59,57,56,24,25,27,26,30,31,29,28,60,61,63,62,58,50,54,55,53,52,20,21,23,22,18,19,17,16,48,49,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,42,46,47,45,44,12,13,15,14,10,11,9,8,40,41,43,59,57,56,24,25,27,26,30,31,29,28,60,61,63,62,58,50,54,55,53,52,20,21,23,22,18,19,17,16,48,49,51,35,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,42,46,47,45,44,12,13,15,14,10,11,9,8,40,41,57,56,24,25,27,26,30,31,29,28,60,61,63,62,58,50,54,55,53,52,20,21,23,22,18,19,17,16,48,49,51,59,43,35,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,42,46,47,45,44,12,13,15,14,10,11,9,8,40,41,57,56,24,25,27,26,30,31,29,28,60,61,63,62,58,59,43,35,51,50,54,55,53,52,20,21,23,22,18,19,17,16,48,49,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,42,46,47,45,44,12,13,15,14,10,11,9,8,40,56,24,25,27,26,30,31,29,28,60,61,63,62,58,50,54,55,53,52,20,21,23,22,18,19,17,16,48,49,51,59,57,41,43,35,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,42,46,47,45,44,12,13,15,14,10,11,9,8,40,56,24,25,27,26,30,31,29,28,60,61,63,62,58,59,57,41,43,35,33,49,51,50,54,55,53,52,20,21,23,22,18,19,17,16,48,32
0,1,3,2,6,7,5,4,36,37,39,38,34,42,46,47,45,44,60,61,63,62,58,50,54,55,53,52,20,21,23,22,18,26,30,31,29,28,12,13,15,14,10,11,9,8,24,25,27,19,17,16,48,49,51,59,57,56,40,41,43,35,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,42,58,50,54,62,46,47,45,44,60,61,63,55,53,52,20,21,23,31,29,28,12,13,15,14,30,22,18,26,10,11,9,8,24,25,27,19,17,16,48,49,51,59,57,56,40,41,43,35,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,42,58,50,54,62,46,47,63,55,53,61,45,44,60,52,20,28,12,13,29,21,23,31,15,14,30,22,18,26,10,11,27,19,17,25,9,8,24,16,48,56,40,41,57,49,51,59,43,35,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,50,54,55,53,52,20,21,23,22,18,19,17,25,27,26,30,31,29,28,60,61,63,62,58,42,46,47,45,44,12,13,15,14,10,11,9,8,40,41,43,59,57,56,24,16,48,49,51,35,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,50,54,55,53,52,20,21,23,22,18,19,27,26,30,31,29,28,60,61,63,62,58,42,46,47,45,44,12,13,15,14,10,11,9,8,40,41,43,59,57,56,24,25,17,16,48,49,51,35,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,50,54,55,53,52,20,21,23,22,18,26,30,31,29,28,60,61,63,62,58,42,46,47,45,44,12,13,15,14,10,11,9,8,40,41,43,59,57,56,24,25,27,19,17,16,48,49,51,35,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,50,54,55,53,52,20,21,23,22,30,31,29,28,60,61,63,62,58,42,46,47,45,44,12,13,15,14,10,11,9,8,40,41,43,59,57,56,24,25,27,26,18,19,17,16,48,49,51,35,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,50,54,55,53,52,20,21,23,31,29,28,60,61,63,62,58,42,46,47,45,44,12,13,15,14,10,11,9,8,40,41,43,59,57,56,24,25,27,26,30,22,18,19,17,16,48,49,51,35,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,50,54,55,53,52,20,21,29,28,60,61,63,62,58,42,46,47,45,44,12,13,15,14,10,11,9,8,40,41,43,59,57,56,24,25,27,26,30,31,23,22,18,19,17,16,48,49,51,35,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,50,54,55,53,52,20,28,60,61,63,62,58,42,46,47,45,44,12,13,15,14,10,11,9,8,40,41,43,59,57,56,24,25,27,26,30,31,29,21,23,22,18,19,17,16,48,49,51,35,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,50,54,55,53,52,60,61,63,62,58,42,46,47,45,44,12,13,15,14,10,11,9,8,40,41,43,59,57,56,24,25,27,26,30,31,29,28,20,21,23,22,18,19,17,16,48,49,51,35,33,32
0,1,3,2,6,7,5,4,36,37,39,38,34,50,54,55,53,61,63,62,58,42,46,47,45,44,12,13,15,14,10,11,9,8,40,41,43,59,57,56,24,25,27,26,30,31,29,28,60,52,20,21,23,22,18,19,17,16,48,49,51,35,33,32
